,Sample.Name,Phylum,Class,Order,Family,Genus,Normalized.Counts
15479,LVWS4_55_TP2_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,0.005630524
15490,LVWS4_55_TP2_13H,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,0.642653493
15491,LVWS4_55_TP2_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,64.91299055
15492,LVWS4_55_TP2_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,0.009487374
15495,LVWS4_55_TP2_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,27.06017959
15498,LVWS4_55_TP2_13H,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,0.065947364
15503,LVWS4_55_TP2_13H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,5.424599248
15580,LVWS4_55_TP2_13H,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0.005785274
15590,LVWS4_55_TP2_13H,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillaceae_unclassified,0.004202061
15591,LVWS4_55_TP2_13H,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Thalassolituus,0.007189929
15602,LVWS5_30_TP1_12H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,0.19379494
15603,LVWS5_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,0.003622335
15604,LVWS5_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,0.001811168
15605,LVWS5_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,0.001811168
15606,LVWS5_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,0.019922844
15607,LVWS5_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,0.003622335
15608,LVWS5_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,0.025356347
15609,LVWS5_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,0.027167515
15610,LVWS5_30_TP1_12H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,99.72289135
15716,LVWS5_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,0.113469671
15718,LVWS5_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,0.012475917
15724,LVWS5_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0.018333851
15726,LVWS5_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,4.520731063
15727,LVWS5_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,0.078359141
15729,LVWS5_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,2.899510659
15730,LVWS5_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,37.6494816
15731,LVWS5_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,0.009250346
15732,LVWS5_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,0.048105505
15734,LVWS5_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,5.719494297
15735,LVWS5_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,37.21603153
15736,LVWS5_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,0.071018185
15740,LVWS5_30_TP1_12L,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,0.019687108
15741,LVWS5_30_TP1_12L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,11.55690733
15786,LVWS5_30_TP1_12L,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,0.007229729
15874,LVWS5_30_TP1_12L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Marithrix,0.009305959
15899,LVWS5_30_TP1_12L,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0.025804572
15919,LVWS5_30_TP1_12L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,0.011085585
15920,LVWS5_30_TP1_12L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,0.007174116
15934,LVWS5_30_TP1_12L,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,0.006543832
15970,LVWS5_30_TP1_13H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,0.010840878
15977,LVWS5_30_TP1_13H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,4.840507738
16004,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,0.009101898
16007,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,1.580585282
16009,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,0.009601392
16013,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,0.426642217
16014,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,0.010008388
16015,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,0.014984832
16018,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,0.008602404
16019,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,0.010008388
16020,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0.025511214
16022,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,9.321509006
16023,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,0.100472374
16025,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,7.209831678
16026,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,6.876650413
16027,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,0.01337535
16028,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,0.099232888
16029,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_ge,0.006715425
16030,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,1.80467327
16031,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,52.32562743
16032,LVWS5_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,0.135048486
16034,LVWS5_30_TP1_13H,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,0.025307716
16035,LVWS5_30_TP1_13H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,15.13516133
16167,LVWS5_30_TP1_13L,Aquificae,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,0.015788998
16168,LVWS5_30_TP1_13L,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,0.034644595
16169,LVWS5_30_TP1_13L,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,0.131168382
16176,LVWS5_30_TP1_13L,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,0.079036189
16178,LVWS5_30_TP1_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,0.202988373
16179,LVWS5_30_TP1_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,0.070087191
16180,LVWS5_30_TP1_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,0.039443995
16181,LVWS5_30_TP1_13L,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.014523598
16194,LVWS5_30_TP1_13L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,5.809177022
16268,LVWS5_30_TP1_13L,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcales_unclassified,Desulfurococcales_unclassified,0.017168398
16269,LVWS5_30_TP1_13L,Crenarchaeota,Thermoprotei,Desulfurococcales,Ignicoccaceae,Ignicoccus,0.023369997
16271,LVWS5_30_TP1_13L,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,0.010567799
16288,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,0.028659596
16291,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,1.593172587
16296,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,0.383427549
16297,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,0.015560998
16298,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,0.017464798
16302,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,0.014842798
16303,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,0.015731998
16304,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0.136241382
16306,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,6.746484896
16307,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,0.066427791
16309,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,9.040905589
16310,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,5.144933311
16311,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,0.014865598
16312,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,0.112084785
16313,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_ge,0.007284599
16314,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,1.658403378
16315,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,60.40690471
16316,LVWS5_30_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,0.124453783
16320,LVWS5_30_TP1_13L,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,0.025786797
16323,LVWS5_30_TP1_13L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,7.627978378
16325,LVWS5_30_TP1_13L,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,0.004765199
16364,LVWS5_30_TP1_13L,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,0.007318799
16387,LVWS5_30_TP1_13L,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade)_cl,Marinimicrobia_(SAR406_clade)_or,Marinimicrobia_(SAR406_clade)_fa,Marinimicrobia_(SAR406_clade)_ge,0.004787999
16391,LVWS5_30_TP1_13L,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,0.037266595
16394,LVWS5_30_TP1_13L,Nanoarchaeaeota,Nanoarchaeia,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,0.005802599
16445,LVWS5_30_TP1_13L,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,0.004480199
16556,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,0.004172399
16562,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoaceae_unclassified,0.008093999
16565,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Marithrix,0.026596196
16615,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0.114455985
16639,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.006931199
16646,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,0.07693859
16647,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,0.046660194
16665,LVWS5_30_TP1_13L,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,0.017236798
16681,LVWS5_30_TP1_13L,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge,0.004913399
16720,LVWS5_30_TP2_12H,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,0.003623639
16721,LVWS5_30_TP2_12H,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,0.009571686
16727,LVWS5_30_TP2_12H,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,0.00647586
16729,LVWS5_30_TP2_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,0.014372754
16730,LVWS5_30_TP2_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,0.00444581
16741,LVWS5_30_TP2_12H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,3.883495835
16779,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,0.008049148
16782,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,5.324049779
16787,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,0.230227973
16789,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,0.041534823
16794,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0.006414958
16796,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,51.20061218
16797,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,0.394540221
16799,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,0.180654151
16800,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,19.1768472
16801,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,0.00161389
16802,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,0.007683739
16804,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,3.299917357
16805,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,0.206080528
16806,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,0.012728414
16807,LVWS5_30_TP2_12H,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,0.008668314
16808,LVWS5_30_TP2_12H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,15.96086226
16943,LVWS5_30_TP2_12H,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0.007470584
16961,LVWS5_30_TP2_12H,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,0.006232254
16962,LVWS5_30_TP2_12H,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,0.003826644
17008,LVWS5_30_TP2_12L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,0.009355348
17018,LVWS5_30_TP2_12L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,2.738556258
17051,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,0.006077562
17054,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,4.520084294
17058,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,0.208856442
17060,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,0.044267186
17067,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,50.26893212
17068,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,0.36627554
17070,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,0.135925698
17071,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,13.3350758
17072,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,0.002014473
17073,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,0.00766524
17075,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,2.35734289
17076,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,0.189479945
17077,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,0.012359986
17080,LVWS5_30_TP2_12L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,25.79773123
17230,LVWS5_30_TP2_13H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,3.544614457
17248,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,0.27745599
17251,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,0.030086744
17258,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,0.533416886
17260,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,4.381964945
17261,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,27.39337331
17263,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,0.031683705
17265,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,4.701293251
17266,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,45.34883535
17267,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,0.026765065
17268,LVWS5_30_TP2_13H,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,0.019163531
17269,LVWS5_30_TP2_13H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,13.71134676
17365,LVWS5_30_TP2_13L,Aquificae,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,0.009237507
17366,LVWS5_30_TP2_13L,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,0.03742151
17367,LVWS5_30_TP2_13L,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,0.103463576
17373,LVWS5_30_TP2_13L,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,0.061763826
17375,LVWS5_30_TP2_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,0.144342603
17376,LVWS5_30_TP2_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,0.051565897
17377,LVWS5_30_TP2_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,0.030943031
17378,LVWS5_30_TP2_13L,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.006897572
17380,LVWS5_30_TP2_13L,Ascomycota,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,0.006740412
17383,LVWS5_30_TP2_13L,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,0.01353321
17384,LVWS5_30_TP2_13L,Ascomycota,Dothideomycetes,Dothideomycetes_unclassified,Dothideomycetes_unclassified,Dothideomycetes_unclassified,0.006810261
17386,LVWS5_30_TP2_13L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,4.426547234
17418,LVWS5_30_TP2_13L,Crenarchaeota,Thermoprotei,Desulfurococcales,Ignicoccaceae,Ignicoccus,0.014126925
17430,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,0.02872533
17433,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,0.361258138
17437,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,0.017968611
17439,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,0.007142043
17443,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,0.006827723
17444,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0.070861636
17446,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,0.787964628
17447,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,0.007072194
17449,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,4.763113812
17450,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,24.18653618
17452,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,0.0275379
