,Vent.Site,Phylum,Class,Order,Family,Genus,Species,Normalized.Counts
672,Marker 33,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiotrichaceae_unclassified,NA,1
673,Marker 33,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured,NA,1
674,Marker 33,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,UBA10353_marine_group_fa,UBA10353_marine_group_ge,NA,4
675,Marker 33,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,NA,121
676,Marker 33,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,NA,1
677,Marker 33,Prymnesiophyceae,Prymnesiales,Prymnesiales_or,Prymnesiales_fa,Chrysochromulina,NA,8
678,Marker 33,Prymnesiophyceae,Prymnesiales,Prymnesiales_or,Prymnesiales_fa,Haptolina,NA,4
679,Marker 33,Prymnesiophyceae,Prymnesiales,Prymnesiales_or,Prymnesiales_fa,OLI16029,NA,5
680,Marker 33,Prymnesiophyceae,Prymnesiales,Prymnesiales_or,Prymnesiales_fa,OLI51059,NA,1
681,Marker 33,Prymnesiophyceae,Prymnesiales,Prymnesiales_or,Prymnesiales_fa,Prymnesiales_fa_unclassified,NA,21
682,Marker 33,Prymnesiophyceae,Prymnesiales,Prymnesiales_or,Prymnesiales_fa,Prymnesiales_ge,NA,3
683,Marker 33,Prymnesiophyceae,Prymnesiales,Prymnesiales_or,Prymnesiales_fa,Prymnesium,NA,4
684,Marker 33,Prymnesiophyceae,Prymnesiophyceae_unclassified,Prymnesiophyceae_unclassified,Prymnesiophyceae_unclassified,Prymnesiophyceae_unclassified,NA,11
685,Marker 33,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,NA,1
686,Marker 33,Tenericutes,Mollicutes,Mollicutes_unclassified,Mollicutes_unclassified,Mollicutes_unclassified,NA,1
687,Marker 33,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,NA,7
688,Marker 33,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,NA,1
689,Marker 33,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge,NA,2
690,Marker 33,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified,NA,2
691,Marker 33,Thermotogae,Thermotogae,Thermotogae_unclassified,Thermotogae_unclassified,Thermotogae_unclassified,NA,6
692,Marker 33,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,NA,16
693,Marker 33,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotogaceae_unclassified,NA,5
694,Marker 33,Thermotogae,Thermotogae,Thermotogales,Thermotogales_unclassified,Thermotogales_unclassified,NA,2
695,Marker 33,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutales_unclassified,Opitutales_unclassified,NA,7
696,Marker 33,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita,NA,8
697,Marker 33,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,NA,22
698,Marker 33,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group,NA,146
699,Marker 33,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Pelagicoccus,NA,4
700,Marker 33,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Puniceicoccaceae_unclassified,NA,39
701,Marker 33,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_unclassified,NA,1
702,Marker 33,Vertebrata,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,NA,1
703,Marker 33,Actinobacteria,Actinobacteria,Micrococcales,Micrococcales_unclassified,Micrococcales_unclassified,NA,1
704,Marker 33,Aquificae,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,NA,42
705,Marker 33,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,NA,2
706,Marker 33,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,NA,113688
707,Marker 33,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,NA,1607
708,Marker 33,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,NA,2482503
709,Marker 33,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,NA,1032957
710,Marker 33,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,NA,221974
711,Marker 33,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,NA,31
712,Marker 33,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NA,266018
713,Marker 33,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcales_unclassified,Desulfurococcales_unclassified,NA,8
714,Marker 33,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,NA,2
715,Marker 33,Crenarchaeota,Thermoprotei,Thermoprotei_unclassified,Thermoprotei_unclassified,Thermoprotei_unclassified,NA,1
716,Marker 33,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermaceae_unclassified,NA,1
717,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,NA,17
718,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,NA,1
719,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,NA,2
720,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,NA,1
721,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,NA,88
722,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,NA,1
723,Marker 33,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,NA,76
724,Marker 33,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,NA,465
725,Marker 33,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,NA,1
726,Marker 33,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,NA,1
727,Marker 33,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,NA,82
728,Marker 33,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,NA,641
729,Marker 33,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,NA,5
730,Marker 33,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,NA,111898
731,Marker 33,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,NA,13
732,Marker 33,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,NA,84
733,Marker 33,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,NA,2
734,Marker 33,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,NA,14
735,Marker 33,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,NA,492
736,Marker 33,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,NA,502
737,Marker 33,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,NA,6061
738,Marker 33,Euryarchaeota,Methanococci,Methanococcales,Methanococcales_unclassified,Methanococcales_unclassified,NA,158
739,Marker 33,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,1
740,Marker 33,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,NA,6
741,Marker 33,Korarchaeota,Korarchaeia,Korarchaeales,Korarchaeaceae,Candidatus_Korarchaeum,NA,1
742,Marker 33,Nanoarchaeaeota,Nanoarchaeia,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,NA,1
743,Marker 33,Omnitrophicaeota,Omnitrophicaeota_cl,Omnitrophicaeota_or,Omnitrophicaeota_fa,Omnitrophicaeota_ge,NA,1
744,Marker 33,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria_fa,Candidatus_Nomurabacteria_ge,NA,1
745,Marker 33,Phragmoplastophyta,Embryophyta,Embryophyta_unclassified,Embryophyta_unclassified,Embryophyta_unclassified,NA,2
746,Marker 33,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,NA,1
747,Marker 33,Proteobacteria,Deltaproteobacteria,Desulfofervidales,Desulfofervidaceae,Candidatus_Desulfofervidus,NA,1
748,Marker 33,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Caldimicrobium,NA,7
749,Marker 33,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,NA,17
750,Marker 33,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,NA,4
751,Marker 33,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified,NA,1
752,Marker 33,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Thiopilula,NA,1
753,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,NA,1
754,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA,1
755,Marker 33,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ralstonia,NA,1
756,Marker 33,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,NA,1
757,Marker 33,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,NA,1
758,Marker 33,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,NA,1
759,Marker 33,Thermosulfidibacteraeota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,Thermosulfidibacter,NA,6
760,Marker 33,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,NA,2
761,Marker 33,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotogaceae_unclassified,NA,1
762,Marker 33,Thermotogae,Thermotogae,Thermotogales,Thermotogales_unclassified,Thermotogales_unclassified,NA,2
